GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-109582	Hemostasis	288	307	2	2	0	2	2	2	2	0	0	9	307	4576	0.55778	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-168249	Innate Immune System	474	502	2	2	2	1	2	1	2	1	1	8	501	4382	0.76587	0.62292	1.0	0.2	108181672	cr339041.1	ENSDARG00000051710		1.26442	1.26442	1.26442		1.26442		0.906053	0.906053	0.906053		0.9060530000000001		2.21346	2.21346	2.21346		2.21346						1.26442	0.906053	2.21346	1	0	1	108181672	ENSDARG00000051710	1.26442	1.26442		0.906053	0.906053		2.21346	2.21346		1.26442	0.906053	2.21346	0															0						Exp 2,1(1)	1.5472568273544312	1.5472568273544312	1.5472568273544312	1.5472568273544312	0.0	1.5472568273544312	1.26442	1.26442	0.906053	0.906053	2.21346	2.21346	UP	1.0	0.0	0.0	
R-DRE-168256	Immune System	767	839	4	3	2	3	3	2	4	1	1	8	838	4045	0.52643	0.81637	1.0	0.12	108181672	cr339041.1	ENSDARG00000051710		1.26442	1.26442	1.26442		1.26442		0.906053	0.906053	0.906053		0.9060530000000001		2.21346	2.21346	2.21346		2.21346						1.26442	0.906053	2.21346	1	0	1	108181672	ENSDARG00000051710	1.26442	1.26442		0.906053	0.906053		2.21346	2.21346		1.26442	0.906053	2.21346	0															0						Exp 2,1(1)	1.5472568273544312	1.5472568273544312	1.5472568273544312	1.5472568273544312	0.0	1.5472568273544312	1.26442	1.26442	0.906053	0.906053	2.21346	2.21346	UP	1.0	0.0	0.0	
R-DRE-6798695	Neutrophil degranulation	278	300	2	2	2	1	2	1	2	1	1	8	299	4584	0.89858	0.4345	0.4345	0.33	108181672	cr339041.1	ENSDARG00000051710		1.26442	1.26442	1.26442		1.26442		0.906053	0.906053	0.906053		0.9060530000000001		2.21346	2.21346	2.21346		2.21346						1.26442	0.906053	2.21346	1	0	1	108181672	ENSDARG00000051710	1.26442	1.26442		0.906053	0.906053		2.21346	2.21346		1.26442	0.906053	2.21346	0															0						Exp 2,1(1)	1.5472568273544312	1.5472568273544312	1.5472568273544312	1.5472568273544312	0.0	1.5472568273544312	1.26442	1.26442	0.906053	0.906053	2.21346	2.21346	UP	1.0	0.0	0.0	
R-DRE-1430728	Metabolism	1000	1029	3	3	2	2	3	2	3	1	1	8	1028	3855	0.40539	0.88085	0.69476	0.097	402826	amdhd1	ENSDARG00000007366		1.03994	1.03994	1.03994		1.03994		0.617213	0.617213	0.617213		0.617213		2.4619	2.4619	2.4619		2.4619						1.03994	0.617213	2.4619	0	1	0															1	402826	ENSDARG00000007366	1.03994	1.03994		0.617213	0.617213		2.4619	2.4619		1.03994	0.617213	2.4619	0						Exp 2,1(1)	1.631037950515747	1.631037950515747	1.631037950515747	1.631037950515747	0.0	1.631037950515747	1.03994	1.03994	0.617213	0.617213	2.4619	2.4619	DOWN	0.0	1.0	0.0	
R-DRE-1500931	Cell-Cell communication	37	39	1	1	0	1	1	1	1	0	0	9	39	4844	0.93044	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-392499	Metabolism of proteins	937	976	2	1	1	2	1	1	2	1	1	8	975	3908	0.43751	0.86529	1.0	0.1	553692	dph3	ENSDARG00000043360		1.17298	1.17298	1.17298		1.1729799999999997		0.769009	0.769009	0.769009		0.7690090000000002		2.42018	2.42018	2.42018		2.42018						1.17298	0.769009	2.42018	1	0	1	553692	ENSDARG00000043360	1.17298	1.17298		0.769009	0.769009		2.42018	2.42018		1.17298	0.769009	2.42018	0															0						Linear,1(1)	1.7452269792556763	1.7452269792556763	1.7452269792556763	1.7452269792556763	0.0	1.7452269792556763	1.17298	1.17298	0.769009	0.769009	2.42018	2.42018	UP	1.0	0.0	0.0	
R-DRE-597592	Post-translational protein modification	723	751	2	1	1	2	1	1	2	1	1	8	750	4133	0.58726	0.77716	1.0	0.13	553692	dph3	ENSDARG00000043360		1.17298	1.17298	1.17298		1.1729799999999997		0.769009	0.769009	0.769009		0.7690090000000002		2.42018	2.42018	2.42018		2.42018						1.17298	0.769009	2.42018	1	0	1	553692	ENSDARG00000043360	1.17298	1.17298		0.769009	0.769009		2.42018	2.42018		1.17298	0.769009	2.42018	0															0						Linear,1(1)	1.7452269792556763	1.7452269792556763	1.7452269792556763	1.7452269792556763	0.0	1.7452269792556763	1.17298	1.17298	0.769009	0.769009	2.42018	2.42018	UP	1.0	0.0	0.0	
R-DRE-1257604	PIP3 activates AKT signaling	150	159	2	1	1	2	1	1	2	1	1	8	158	4725	0.96748	0.25742	0.25742	0.63	368245	fgf19	ENSDARG00000098663		8.69275E-5	8.69275E-5	8.69275E-5		8.69275E-5		5.18593E-5	5.18593E-5	5.18593E-5		5.18593E-5		1.79638E-4	1.79638E-4	1.79638E-4		1.79638E-4						8.69275E-5	5.18593E-5	1.79638E-4	1	0	1	368245	ENSDARG00000098663	8.69275E-5	8.69275E-5		5.18593E-5	5.18593E-5		1.79638E-4	1.79638E-4		8.69275E-5	5.18593E-5	1.79638E-4	0															0						Exp 4,1(1)	2.1081173419952393	2.1081173419952393	2.1081173419952393	2.1081173419952393	0.0	2.1081173419952393	8.69275E-5	8.69275E-5	5.18593E-5	5.18593E-5	1.79638E-4	1.79638E-4	UP	1.0	0.0	0.0	
R-DRE-1280218	Adaptive Immune System	327	364	3	2	1	3	2	2	3	1	1	8	363	4520	0.85952	0.50166	0.50166	0.27	108181672	cr339041.1	ENSDARG00000051710		1.26442	1.26442	1.26442		1.26442		0.906053	0.906053	0.906053		0.9060530000000001		2.21346	2.21346	2.21346		2.21346						1.26442	0.906053	2.21346	1	0	1	108181672	ENSDARG00000051710	1.26442	1.26442		0.906053	0.906053		2.21346	2.21346		1.26442	0.906053	2.21346	0															0						Exp 2,1(1)	1.5472568273544312	1.5472568273544312	1.5472568273544312	1.5472568273544312	0.0	1.5472568273544312	1.26442	1.26442	0.906053	0.906053	2.21346	2.21346	UP	1.0	0.0	0.0	
R-DRE-162582	Signal Transduction	1243	1352	14	8	6	12	7	6	14	4	4	5	1348	3535	0.92774	0.21812	0.27238	0.3	556770;503868;368245;322473	gpr183a;vipr1b;fgf19;lpar5a	ENSDARG00000010317;ENSDARG00000059058;ENSDARG00000098663;ENSDARG00000010384		0.779770981875	0.8115935	8.69275E-5	0.7024586016101313	0.955414833366293	0.6306281450404373	0.431336964825	0.46270599999999995	5.18593E-5	0.4202524189331985	0.5475749375942658	0.3916928595410144	2.6642424095	2.69096	1.79638E-4	2.153871629822009	2.988662962758167	1.8712672948678326					0.388687;1.49581;8.69275E-5;1.2345	0.141743;0.783669;5.18593E-5;0.799884	2.73252;5.27487;1.79638E-4;2.6494	1	3	1	368245	ENSDARG00000098663	8.69275E-5	8.69275E-5		5.18593E-5	5.18593E-5		1.79638E-4	1.79638E-4		8.69275E-5	5.18593E-5	1.79638E-4	3	556770;503868;322473	ENSDARG00000010317;ENSDARG00000059058;ENSDARG00000010384	1.0396656666666668	1.2345	0.5787060111717635	0.5750986666666666	0.783669	0.3753845787060696	3.5522633333333338	2.73252	1.4923999228200633	0.388687;1.49581;1.2345	0.141743;0.783669;0.799884	2.73252;5.27487;2.6494	0						Exp 2,1(0.25);Exp 4,1(0.25);Linear,1(0.25);Poly 2,1(0.25)	1.7938136641541271	7.215246677398682	1.5919537544250488	2.1081173419952393	0.22329195497739976	1.7575877904891968	0.09136155229707132	1.4681804114529289	0.019489594270465427	0.8431843353795345	0.5534482122744309	4.775036606725569	DOWN	0.25	0.75	0.0	
